Unnamed: 0,0,1,2,3,4,5,6,7,8,9
680,Brand New Two Storied House For Sale in Malabe, 7 Aug  4:56 pm,"Malabe, Colombo","23,000,000","B \ New Two Storied House For Sale In Kahanthota Road, Malabe.09 Perches with Landscaped garden area. * 2800 sqft*- 150 M to Kahanthota Road*- 500 M to Pittugala","Kahanthota Rd, Malabe.",4,4,"2,800.0 sqft",9.0 perches
681,B/New Two Storied House || Malabe, 7 Aug  4:49 pm,"Malabe, Colombo","24,000,000","Brand New Two Storied House For Sale In Kahanthota Road, Malabe.07 Perches with Landscaped garden area.","Kahanthota Rd, Malabe.",4,4,"2,900.0 sqft",7.0 perches
682,House For Sale - Dehiwala, 7 Aug  4:08 pm,"Dehiwala, Colombo","5,500,000",* Close to Nugegoda and Dehiwala Towns* Close to Kalubowila Hospital,Anderson Road,2,1,871.0 sqft,3.0 perches
683,Two Story 4 BRD House For Sale Battaramulla, 7 Aug  3:47 pm,"Battaramulla, Colombo","22,800,000","Two story house Thalangama Battaramulla.  On 5.5 Perch LandBattaramulla Road, Thalangama. ( 3 Year Used House with all furniture )  )","Battaramulla Rd, Thalangama.",4,4,"1,885.0 sqft",5.5 perches
684,House For Sale In Piliyandala, 9 Aug  4:00 pm,"Piliyandala, Colombo","14,000,000",2km to Piliyandala city.20 feet wide road.100m to 120 main road.new modle house.exchange considerable.All pepers ready for loan.,"No 292/E11 , mandawila road, piliyandala ,",3,2,"1,200.0 sqft",9.7 perches
685,Two Storied Modern Brand new House for sale Athurugiriya, 7 Aug  3:06 pm,"Athurugiriya, Colombo","20,000,000","Full TiledParapet wall with remote control  3 sinha Roller Door 3 Vehicle parking facitiles,  Turf and Beautiful Garden  30 feet rodeClam & Good Residential Aria Teak Pantry  Cupboard  balcony",,4,3,"2,700.0 sqft",10.0 perches
686,3B/R House For Sale Land Value in Nawala., 7 Aug  3:01 pm,"Nawala, Colombo","37,500,000",3B/R House for Sale Land Value inSenanayake mawatha.Nawala.------------------------Located 400 meters to Nawala Road.,"Nawala, Senanayake Avenue.",3,1,"1,200.0 sqft",10.56 perches
687,Four Bedroom House for Sale - Nawala, 8 Aug  9:36 am,"Nawala, Colombo","57,000,000","Luxury house conveniently located only 200 meters away from the Nawala Road, within close proximity to all modern day conveniences. The house offers extensive living space along with four bedrooms and Three bathrooms. Fully furnished house of all high quality furniture's & fittings.",Nawala,4,3,"3,000.0 sqft",7.5 perches
688,2 Storey House for Sale in Nawala Facing Main Road., 7 Aug  2:34 pm,"Nawala, Colombo","85,000,000",Two Storey House for Sale in Nawala.Facing Nawala Main Road.,Nawala Facing Main Road.,4,3,"2,100.0 sqft",13.32 perches
689,Brand New House for Sale in Nawala, 8 Aug  9:18 am,"Nawala, Colombo","98,000,000",• Our Reference No SH 9894( Please quote this reference number when inquiring),Nawala,4,4,"3,500.0 sqft",9.7 perches
690,House for Sale in Battaramulla,15 Aug  9:34 pm,"Battaramulla, Colombo","22,500,000","Brand new 75% completed house with small anex for sale  in Battaramulla Robert Gunawardana Mawatha Batapotha.1800 sq.feet10.5 perchesvery close to Battaramulla Malambe Palawtta town.10 -12 ft wide road ,10m from main road","battaramula ,robert gunawardana mawatha",3,2,"1,800.0 sqft",10.5 perches
691,House for sale in Boralesgamuwa, 7 Aug  2:17 pm,"Boralesgamuwa, Colombo","15,000,000",Good Residential Property in BoralesgamuwaLocated on Gangarama Road,"Gangarama Road, Werahara, Boralasgamuwa",3,2,"2,000.0 sqft",8.25 perches
692,House for Sale Near Wellampitiya, 7 Aug  1:45 pm,"Wellampitiya, Colombo","6,300,000",වැල්ලම්පිටිය ප්‍රධාන මාර්ගයට මීටර් 25 ( ලෝ‌ ලෙවල් මාර්ගය ),Main road,3,2,"1,000.0 sqft",5.25 perches
693,Brand New 3 Storied House For Sale in || Athurugiriya, 7 Aug  1:44 pm,"Athurugiriya, Colombo","31,000,000","B / New 3 Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
694,B / New Two Storied House in || Talawatugoda, 7 Aug  1:41 pm,"Talawatugoda, Colombo","32,500,000","Brand New Two Storied House architect designed,Spacious modern type house situated in Thalawathugoda.","Hokadara Rd, Thalawathugoda",4,4,"3,200.0 sqft",10.0 perches
695,Modern || Two Storied House in Talawatugoda, 7 Aug  1:33 pm,"Talawatugoda, Colombo","57,500,000",Two storied Luxury Modern House house For Sale in Thalawathugoda. On 20 Perch Land,"Uthuwankanda Road, Thalawathugoda",5,5,"3,800.0 sqft",20.0 perches
696,House for Sale - Padukka Weragala, 7 Aug  2:51 pm,"Padukka, Colombo","5,000,000",House for sale - Padukka Weragala==========================,"Weragala, Padukka",2,1,"1,200.0 sqft",18.0 perches
697,B / New || Luxury House in Thalawathugoda, 7 Aug  1:13 pm,"Talawatugoda, Colombo","34,000,000",B / New Luxury House For Sale in Hokandara Road || Thalawathugoda.08 Perches With Landscaped Garden Area.,"Hokadara Rd, Thalawathugoda",4,4,"3,300.0 sqft",8.0 perches
698,Brand new house for sale - Talawatugoda, 7 Aug  1:08 pm,"Talawatugoda, Colombo","42,000,000","A fully complete brand new house designed by a competent architect for sale in Thalawathugoda, Weera  Mawatha. Selling due to sudden long term overseas travel of owner. House initially not built for selling purpose.",,5,5,"4,000.0 sqft",12.5 perches
699,B/New Single Storied House For Sale in || Battaramulla, 7 Aug  1:03 pm,"Battaramulla, Colombo","18,000,000","B / New Single Storied House For Sale in Robert Gunawardane Mw, Battaramulla.10.5 Perch Land","Robat Gunawardena Mw, Battaramulla",3,3,"1,800.0 sqft",10.5 perches
700,Two Story House for Sale in Boralasgamuwa,11 Aug 11:47 am,"Boralesgamuwa, Colombo","23,000,000",Two story house5 bed rooms2 bathrooms1 pantry1 kitchenoffice roomshine room with roof toptwo vehicle parking,Pirivena  Road  Boralesgamuwa,5,2,"2,500.0 sqft",8.6 perches
701,House for Sale in Homgama,10 Aug  8:55 pm,"Homagama, Colombo","6,900,000",House with 4 bed rooms and 2 bathrooms (1 internal and 1 external). 10 purchase land. 30feet roads. 300m to main road and 1.5 KM to High level Road(meegoda Junction). Piped water and electricity available.,"meegoda, Homagama (Near Orange Factory)",4,2,"1,500.0 sqft",10.0 perches
702,Luxury House for Sale - Balapitiya, 7 Aug  9:01 am,"Colombo 5, Colombo","40,000,000","guesthouse.., wedding hall.., wine store spacewith swimming pool 20 bad20 bath40 million total price",gallroad balapitiya,10+,10+,"1,500.0 sqft",70.0 perches
703,Immediately Sale House Wellawatte, 7 Aug  8:56 am,"Colombo 6, Colombo","50,000,000",20 feet road immediately sale with bank loans car parking spaces available old house 50 million total price,wallawatta,3,2,"2,500.0 sqft",6.5 perches
704,Brand New House Luxury for Sale - Piliyandala, 7 Aug  8:55 am,"Piliyandala, Colombo","16,500,000","We have an Architect designed two story brand new good house for special price. 18  perch land, please contact price 165 lacksclose to 2800 square feet house, 6 bed rooms & 3 bathrooms, well water and pipe born water, 4 parking areas, one roller gate, landscaping garden , separate balconies, luxurious pantry, fully tiled with wide road. Quality finished with all durable materials. Made very strongly. Its located in a very prestige housing scheme at madapatha piliyandala. Ideal for peaceful living.Nice garden, peaceful well secured residential area in private road, 600m to the bandaragama road very close to kahapola bus road,3 KM to piliyandala & kesbawa,5 km highway entrances, Immediate selling at urgency. Just completed","madapatha road, piliyandala",6,3,"2,800.0 sqft",18.0 perches
705,B/n 03 Story House & 20 P Sale at Pannipitiya, 7 Aug  8:37 am,"Pannipitiya, Colombo","39,500,000",B/N 03 STORY HOUSE & 20 P SALE AT 50 METERS TO PANNIPITIYA-MALABE ROAD PANNIPITYA ,50 Meters to Pannipitiya - Malabe Road Pannipitya,4,4,"4,000.0 sqft",20.0 perches
706,House for Sale - Robert De Alwis Mawatha Boralesgamuwa, 7 Aug  8:31 am,"Boralesgamuwa, Colombo","27,500,000",Rs 27500000.00 LAKHS Negotiable,ROBERT DE ALWIS MAWATHA  BORALESGAMUWA,4,4,"3,000.0 sqft",10.0 perches
707,House New for Sale - Piliyandala, 7 Aug  7:52 am,"Piliyandala, Colombo","9,000,000",9 million jaburaliya සියලුවැඩ අවසන් කර මිල ලක්ෂ 90Breand New house 600 miter bandaragama Colombo bus rd,piliyandala jaburaliya,2,2,"1,250.0 sqft",6.0 perches
708,New House at Kesbawa, 7 Aug  7:42 am,"Piliyandala, Colombo","16,000,000","we have a new 3 storied luxury house for special offer 7.3 perch land, please contact - 07768760703200 square feet house, 4 bed room 4 bath rooms with hot water . 20 feet wide road. You don’t find a house with this feature for this price.nice garden,50m to the makandana road, 2.5 KM to the 120 bus road,800m to the bandaragama road, immediate selling due to money urgency, price is 16 million. Convenience to Keels/ Cargills /Laughs supermarkets and the banksQuality finished with all durable materials. Made very strongly. Its located in a very prestige area. Ideal for peaceful livingImmediate selling at urgency. just completed",makandana kesbawa,4,4,"3,200.0 sqft",7.2 perches
709,Arangala - ARchitect Designed New House for Sale in Athurugiriya Road, 7 Aug  7:25 am,"Athurugiriya, Colombo","19,500,000","Architect Designed  New House Sale in Athurugiriya Road,Malabe.Land Extent  7.5Perches .2.5km to malabe junction -------------------------------------------*4 Bed Rooms with 01 A/C Room*3 Bath Rooms master bedroom with attach bath room with Hotwater *Kitchen *Study Room * Tv  Lobby*Car Porch*Living Room*Dining Room*Terrace with Balconies*Finishing Roof with Wooden Ceiling*Parapet Wall with Elcardo Roller Door (With Remote)* Car Park*out side Savant Toilet and Room",2.5km to malabe junction,4,3,"2,850.0 sqft",7.5 perches
710,House for sale in Ratmalana,11 Aug  5:45 pm,"Ratmalana, Colombo","9,600,000","Newly built house for sale in Ratmalana,Walking distance to Economic Center (200m)Walking distance to Ratmalana Railway station400m to police station900m to Cargill's food city1.2km to Galle road",,3,2,650.0 sqft,5.9 perches
711,New Luxury Three Story House & 15 P Sale Nugegoda, 7 Aug  2:51 pm,"Nugegoda, Colombo","220,000,000",New Luxury Three Story House & 14.5 P Sale Nugegoda,Pelawatha Road Nugegoda,4,4,"4,000.0 sqft",14.5 perches
712,4BR House for Sale in Thalahena, 8 Aug  9:33 am,"Battaramulla, Colombo","38,000,000",• Our Reference No SH 8776( Please quote this reference number when inquiring),Thalahena,4,4,"3,500.0 sqft",10.0 perches
713,Two Storey House for Sale Colombo 5, 7 Aug  1:08 am,"Colombo 5, Colombo","45,000,000",sibal avenue Colombo 5 two storey house for sale 3 bedrooms 2 bedrooms  5.6 perches immediately sale 450 lakhs  please no brokers,sibal avinue colombo 5,3,2,"2,000.0 sqft",5.6 perches
714,Two Story House for Sale Mount Lavinia, 7 Aug 12:59 am,"Mount Lavinia, Colombo","21,000,000",Two storey house for sale 4 bedrooms 3 bedrooms 2000 sqft 4 perches immediately sale price 210 please no brokers,samudrasanna road mouth lavinia,4,3,"2,000.0 sqft",4.0 perches
715,5 Bedroom House for Sale in Nawala, 7 Aug 12:23 am,"Rajagiriya, Colombo","57,000,000",STRICTLY NO AGENTS OR BROKERS.,"KOSWATHA ROAD ,NAWALA.",5,5,"3,000.0 sqft",10.5 perches
716,Real Homes | Malabe, 6 Aug 11:03 pm,"Malabe, Colombo","6,900,000",Modern type house situated in Malabe Kahanthota roadIt is constructed to withstand floodsCalm & quiet highly residential area ,Malabe - Pittugala,2,2,"1,077.0 sqft",3.5 perches
717,House for Sale Malabe,16 Aug  3:25 am,"Malabe, Colombo","9,500,000","300M FROM MAIN RD, ATHURUGIRIYA RD 170/190 BUS ROUTE.NEWLY BUILT HOUSE. WITH LARGE ROOMS & LIVING ROOM.GARDEN SPACE IN FRONT & BACHYARD'SELLING MOSTLY ON LAND VALUE.RS 95 LAKHSgenuine buyers only , strickly no brokers",jayagath mw arangala malabe,3,1,"2,000.0 sqft",9.7 perches
718,Houres for Sale Dehiwala, 6 Aug 10:07 pm,"Dehiwala, Colombo","37,500,000",2 STORY NEW HOURES ONLY( 4 YEAR) 3ROOM 3BATROOM 25 FEET ROAD ROLA GET TWO HOLL AND CAR PARKING AGENT,dehiwala andeson road fersing,3,3,"3,200.0 sqft",6.0 perches
719,Brand New Single Story House Sale in Homagama, 6 Aug  9:48 pm,"Homagama, Colombo","11,200,000",Barnd New Singleh Story House For Sale in Homagama -------------------------Located just 500meters to Uduwana junctions highly residential area,"500meters to Uduwana junction ,Temples Road,Homagama",3,3,"1,580.0 sqft",8.0 perches
720,House for Sale Rajagiriya, 6 Aug  7:42 pm,"Rajagiriya, Colombo","28,500,000",Semi finished house30 ft road200m rajagiriya junction 2 storySurround wallWith gateClear documentNew house,Rajagiriya,4,3,"2,500.0 sqft",6.0 perches
721,House for Sale - Athurugiriya,14 Aug  3:07 pm,"Athurugiriya, Colombo","950,000,000","Four stories building is preferably use for International School, Hotel or Condominium Apartment. Electricity/ Water  also with Well water supplied","Abayapura, Athurugiriya",6,3,"3,000.0 sqft",15.0 perches
722,3 Storied House for sale in Angoda, 7 Aug  2:26 pm,"Angoda, Colombo","60,000,000","Architect designed precious 3 stories house with very quiet nabourhood 100m to the IDH junction. Close to all major government and private schools, hospitals, officers. 20 ft wide road. All windows and doors are made by teek wood.  AC, hot water, 6.5Kw solar electricity system, Roller doors, laundry room etc. Only 60 millions",,4,3,"2,000.0 sqft",13.1 perches
723,Brand New 2 Storied House For Sale in Malabe, 6 Aug  5:04 pm,"Malabe, Colombo","18,000,000","Brand New Two Storied House For Sale In Kahanthota Road, Malabe.6.5 Perches With Landscaped garden.","Kahanthota Rd, Malabe.",3,3,"2,300.0 sqft",6.5 perches
724,4 Story House for Sale in Kotte, 7 Aug 12:17 am,"Nugegoda, Colombo","47,000,000","Four story house, 7.9 perches land , 4500 square feet. > basement : 700sq feet stores area with toilet (can be used as an annex) and 300sq room with pantry and  washroom. (Both have separate entrances.) > Other 3 floors consist of 4 bedrooms and a rooftop terraceLocated in nugegoda, jubilee post, in a 20 ft wide by-road, just 100m away from the Kotte main road.47m, can be negotiated.",,5,3,"4,500.0 sqft",7.9 perches
725,House for Sale - Padukka, 6 Aug  4:49 pm,"Padukka, Colombo","7,900,000",House for sale - Padukka===================,"176/C, Liyanwala, Padukka",3,3,"1,600.0 sqft",20.0 perches
726,"Two Storied House For Sale Thalahena, Battaramulla", 6 Aug  4:24 pm,"Battaramulla, Colombo","17,500,000","House for sale in Thalahena , Bunt roadFully completed houseFully tiled4 Bedrooms (1 room A/C)2 bathroomGround floor ( 1 bed room with A/C, 1 bathroom , kitchen with pantry, living area)second floor( 3 bedrooms , 1 bathroom , tv lobby, large balcony area)",,4,2,714.0 sqft,5.35 perches
727,House for Sale - Kottawa,14 Aug  4:36 pm,"Kottawa, Colombo","10,000,000",A property in a speedily developing area with rapidly increasing land value.,,2,1,700.0 sqft,7.5 perches
728,Brand New House for Sale - Homagama, 9 Jul  7:17 pm,"Homagama, Colombo","9,000,000",Brand new house for sale in Homagama magammana. 200m to main road.2km to homagama town( highlevel). 3km to highway entrance . 200m to food city. 1km to mahinda rajapaksha ground. 3 bed rooms and 3 bathrooms . Fully tiled. Completed pantry.Resident area. 20 ft road .,Homagama  magammana,3,3,"1,480.0 sqft",7.5 perches
729,House for sale in Nugegoda, 6 Aug  4:21 pm,"Nugegoda, Colombo","14,000,000","Jambugasmulla mawatha ,Waakanda,10.02 Perches,Land with 2 houses,With Separate water & Electricity meters,Surrounding parapet walls,3 min to Nugegoda junction,Close to Anula school, Samudhradevi school, St.Jhones & etc,","No.47,Jambugasmulla mawatha ,Waakanda",3,2,800.0 sqft,10.02 perches
730,House for Sale - Rajagiriya, 9 Aug  9:18 am,"Rajagiriya, Colombo","160,000,000",- 12 perches - 3 floors- 8 bedrooms- 4000 sq ft- Architect designed with plenty of artwork- Suitable for residence and commercial use- 160m sale price,,8,2,"4,000.0 sqft",12.0 perches
731,House for sale in Mount Lavinia Templers Road, 6 Aug  3:42 pm,"Mount Lavinia, Colombo","26,500,000",3 Bedroom Single Storey house for sale in off Templers Road Mount Lavinia15 feet wide road access500 Meters from the Galle RoadHighly Residential area with decent neighborhoodWell maintained house without any repairs2 vehicles can be parked inside the premises Selling Price 265 Lakhs (Negotiable),Mount Lavinia off Templers Road,3,2,"1,700.0 sqft",7.5 perches
